1, 0.004257, 0.021285, -0.018092
2, 0.005321, 0.021285, -0.017028
3, 0.005321, 0.020220, -0.017028
4, 0.005321, 0.020220, -0.015963
5, 0.004257, 0.019156, -0.017028
6, 0.005321, 0.020220, -0.017028
7, 0.005321, 0.021285, -0.015963
8, 0.004257, 0.021285, -0.017028
9, 0.012771, 0.022349, -0.015963
10, 0.019156, 0.020220, -0.017028
11, 0.019156, 0.021285, -0.018092
12, 0.015963, 0.020220, -0.017028
13, 0.001064, 0.022349, -0.017028
14, -0.055340, 0.017028, -0.055340
15, -0.034055, 0.022349, -0.085138
16, 0.006385, 0.022349, -0.018092
17, 0.005321, 0.021285, -0.018092
18, 0.005321, 0.020220, -0.019156
19, 0.005321, 0.020220, -0.018092
20, 0.005321, 0.020220, -0.017028
21, 0.005321, 0.021285, -0.017028
22, 0.005321, 0.021285, -0.018092
23, 0.004257, 0.020220, -0.018092
24, 0.005321, 0.020220, -0.017028
25, 0.006385, 0.020220, -0.018092
26, 0.005321, 0.021285, -0.018092
27, 0.004257, 0.021285, -0.018092
28, 0.005321, 0.020220, -0.017028
29, 0.005321, 0.020220, -0.017028
30, 0.004257, 0.021285, -0.017028
31, 0.005321, 0.020220, -0.017028
32, 0.005321, 0.021285, -0.017028
33, 0.005321, 0.020220, -0.015963
34, 0.005321, 0.020220, -0.015963
35, 0.005321, 0.019156, -0.018092
36, 0.005321, 0.021285, -0.018092
37, 0.004257, 0.021285, -0.015963
38, 0.005321, 0.020220, -0.017028
39, 0.005321, 0.021285, -0.018092
40, 0.005321, 0.020220, -0.017028
41, 0.005321, 0.019156, -0.015963
42, 0.005321, 0.021285, -0.017028
43, 0.006385, 0.021285, -0.017028
44, 0.006385, 0.020220, -0.017028
45, 0.005321, 0.020220, -0.017028
46, 0.005321, 0.022349, -0.018092
47, 0.004257, 0.021285, -0.018092
48, 0.005321, 0.021285, -0.017028
49, 0.006385, 0.021285, -0.015963
50, 0.005321, 0.021285, -0.017028
51, 0.005321, 0.021285, -0.017028
52, 0.005321, 0.021285, -0.017028
53, 0.005321, 0.021285, -0.018092
54, 0.005321, 0.021285, -0.015963
55, 0.006385, 0.020220, -0.015963
56, 0.005321, 0.021285, -0.017028
57, 0.005321, 0.021285, -0.017028
58, 0.006385, 0.020220, -0.017028
59, 0.005321, 0.020220, -0.017028
60, 0.005321, 0.021285, -0.017028
61, 0.005321, 0.020220, -0.018092
62, 0.006385, 0.021285, -0.015963
63, 0.004257, 0.021285, -0.017028
64, 0.005321, 0.020220, -0.017028
65, 0.004257, 0.021285, -0.018092
66, 0.005321, 0.022349, -0.018092
67, 0.005321, 0.021285, -0.018092
68, 0.005321, 0.021285, -0.017028
69, 0.005321, 0.020220, -0.017028
70, 0.005321, 0.021285, -0.017028
71, 0.006385, 0.021285, -0.017028
72, 0.006385, 0.021285, -0.017028
73, 0.006385, 0.020220, -0.018092
74, 0.006385, 0.021285, -0.017028
75, 0.005321, 0.021285, -0.018092
76, 0.005321, 0.020220, -0.018092
77, 0.006385, 0.020220, -0.018092
78, 0.006385, 0.021285, -0.015963
79, 0.005321, 0.021285, -0.017028
80, 0.005321, 0.021285, -0.018092
81, 0.006385, 0.022349, -0.017028
82, 0.006385, 0.020220, -0.018092
83, 0.006385, 0.020220, -0.017028
84, 0.005321, 0.021285, -0.017028
85, 0.004257, 0.022349, -0.015963
86, 0.005321, 0.021285, -0.017028
87, 0.005321, 0.020220, -0.017028
88, 0.005321, 0.021285, -0.018092
89, 0.006385, 0.021285, -0.017028
90, 0.005321, 0.020220, -0.015963
91, 0.005321, 0.021285, -0.017028
92, 0.006385, 0.021285, -0.015963
93, 0.004257, 0.021285, -0.018092
94, 0.006385, 0.021285, -0.015963
95, 0.005321, 0.020220, -0.018092
96, 0.005321, 0.021285, -0.017028
97, 0.004257, 0.020220, -0.017028
98, 0.005321, 0.022349, -0.017028
99, 0.004257, 0.022349, -0.018092
100, 0.006385, 0.021285, -0.017028
101, 0.006385, 0.021285, -0.017028
102, 0.007450, 0.020220, -0.017028
103, 0.026606, 0.018092, -0.017028
104, -0.100037, 0.029798, -0.010642
105, -0.174533, 0.029798, 0.216038
106, 0.252221, -0.093652, 0.615122
107, 0.328846, -0.283084, 0.560847
108, -0.059597, -0.656627, 0.398020
109, 0.096844, -1.116372, 0.269249
110, 0.118129, -1.738944, 0.214973
111, -0.276699, -2.337038, 0.103230
112, -0.713031, -2.895757, -0.686425
113, -0.847123, -3.340603, -1.681476
114, -0.702389, -2.821261, -1.687861
115, -0.184111, -2.206139, -0.625764
116, 1.169583, -2.051826, 0.418240
117, 2.934069, -2.076303, 0.616186
118, 4.155799, -1.925183, 0.524663
119, 5.055069, -1.947532, 0.769435
120, 5.142336, -1.735751, 1.300483
