1, 0.000057, 0.000284, -0.000242
2, 0.000279, 0.001321, -0.001109
3, 0.000689, 0.003101, -0.002582
4, 0.001224, 0.005277, -0.004372
5, 0.001804, 0.007587, -0.006274
6, 0.002370, 0.009852, -0.008168
7, 0.002910, 0.011994, -0.009955
8, 0.003404, 0.013978, -0.011556
9, 0.003923, 0.015773, -0.012943
10, 0.004731, 0.017339, -0.014105
11, 0.005983, 0.018634, -0.015075
12, 0.007522, 0.019655, -0.015888
13, 0.008895, 0.020443, -0.016533
14, 0.008885, 0.020998, -0.017523
15, 0.006483, 0.021317, -0.020124
16, 0.002890, 0.021524, -0.024128
17, 0.000004, 0.021700, -0.027507
18, -0.001721, 0.021800, -0.029386
19, -0.002554, 0.021801, -0.030129
20, -0.002716, 0.021716, -0.030006
21, -0.002401, 0.021592, -0.029240
22, -0.001767, 0.021474, -0.028065
23, -0.000958, 0.021367, -0.026695
24, -0.000084, 0.021244, -0.025260
25, 0.000817, 0.021104, -0.023843
26, 0.001718, 0.020973, -0.022528
27, 0.002542, 0.020883, -0.021370
28, 0.003240, 0.020828, -0.020368
29, 0.003826, 0.020770, -0.019502
30, 0.004302, 0.020715, -0.018763
31, 0.004662, 0.020678, -0.018152
32, 0.004935, 0.020657, -0.017664
33, 0.005147, 0.020646, -0.017273
34, 0.005305, 0.020631, -0.016944
35, 0.005417, 0.020584, -0.016689
36, 0.005490, 0.020517, -0.016557
37, 0.005518, 0.020483, -0.016518
38, 0.005499, 0.020487, -0.016504
39, 0.005461, 0.020505, -0.016522
40, 0.005428, 0.020530, -0.016590
41, 0.005399, 0.020532, -0.016661
42, 0.005374, 0.020502, -0.016702
43, 0.005368, 0.020494, -0.016734
44, 0.005404, 0.020517, -0.016772
45, 0.005468, 0.020531, -0.016812
46, 0.005518, 0.020553, -0.016866
47, 0.005529, 0.020621, -0.016955
48, 0.005497, 0.020719, -0.017064
49, 0.005466, 0.020818, -0.017139
50, 0.005464, 0.020912, -0.017157
51, 0.005470, 0.020998, -0.017148
52, 0.005465, 0.021073, -0.017135
53, 0.005455, 0.021138, -0.017135
54, 0.005440, 0.021190, -0.017143
55, 0.005438, 0.021218, -0.017115
56, 0.005458, 0.021213, -0.017047
57, 0.005480, 0.021199, -0.016984
58, 0.005500, 0.021179, -0.016943
59, 0.005534, 0.021128, -0.016918
60, 0.005560, 0.021059, -0.016907
61, 0.005566, 0.020993, -0.016920
62, 0.005571, 0.020935, -0.016948
63, 0.005575, 0.020898, -0.016959
64, 0.005550, 0.020879, -0.016955
65, 0.005492, 0.020858, -0.016971
66, 0.005414, 0.020867, -0.017028
67, 0.005340, 0.020924, -0.017124
68, 0.005287, 0.020997, -0.017230
69, 0.005252, 0.021050, -0.017307
70, 0.005231, 0.021070, -0.017346
71, 0.005235, 0.021082, -0.017356
72, 0.005286, 0.021102, -0.017346
73, 0.005380, 0.021110, -0.017336
74, 0.005499, 0.021098, -0.017341
75, 0.005616, 0.021084, -0.017356
76, 0.005697, 0.021072, -0.017392
77, 0.005747, 0.021031, -0.017454
78, 0.005802, 0.020974, -0.017504
79, 0.005858, 0.020936, -0.017499
80, 0.005883, 0.020928, -0.017470
81, 0.005884, 0.020956, -0.017455
82, 0.005898, 0.021007, -0.017450
83, 0.005933, 0.021029, -0.017452
84, 0.005968, 0.021016, -0.017445
85, 0.005958, 0.021021, -0.017404
86, 0.005888, 0.021067, -0.017326
87, 0.005795, 0.021111, -0.017242
88, 0.005704, 0.021122, -0.017185
89, 0.005635, 0.021125, -0.017166
90, 0.005597, 0.021121, -0.017145
91, 0.005571, 0.021099, -0.017095
92, 0.005553, 0.021079, -0.017028
93, 0.005542, 0.021076, -0.016967
94, 0.005523, 0.021085, -0.016928
95, 0.005513, 0.021087, -0.016905
96, 0.005510, 0.021072, -0.016911
97, 0.005483, 0.021043, -0.016935
98, 0.005428, 0.021022, -0.016956
99, 0.005355, 0.021050, -0.016990
100, 0.005287, 0.021124, -0.017043
101, 0.000460, 0.000287, 0.001168
102, 0.000522, 0.000330, 0.001135
103, 0.000920, 0.000292, 0.001118
104, 0.000367, 0.000283, 0.001197
105, -0.004946, 0.000580, 0.004539
106, -0.011293, -0.000417, 0.021462
107, -0.006595, -0.008097, 0.059966
108, 0.008153, -0.031751, 0.113245
109, 0.021891, -0.083991, 0.167236
110, 0.033463, -0.179065, 0.212500
111, 0.040282, -0.329848, 0.244566
112, 0.027312, -0.543380, 0.251408
113, -0.017560, -0.818344, 0.204321
114, -0.089872, -1.134084, 0.084730
115, -0.168553, -1.445380, -0.078562
116, -0.213628, -1.711492, -0.221520
117, -0.166076, -1.919702, -0.297859
118, 0.025407, -2.072775, -0.305412
119, 0.375767, -2.175612, -0.260881
120, 0.860276, -2.233492, -0.169812
121, 1.416344, -2.241456, -0.023765
122, 1.953799, -2.174174, 0.188411
123, 2.380905, -1.994635, 0.467063
124, 2.622100, -1.671727, 0.794861
125, 2.618592, -1.190746, 1.141963
126, 2.327021, -0.555054, 1.475717
127, 1.722184, 0.217605, 1.768915
128, 0.799786, 1.099981, 2.006661
129, -0.420643, 2.059093, 2.189951
130, -1.896163, 3.058599, 2.333011
131, -3.566146, 4.056408, 2.456112
132, -5.359535, 5.004327, 2.578136
133, -7.202345, 5.856461, 2.711936
134, -9.021854, 6.576687, 2.861171
135, -10.745474, 7.141264, 3.018296
136, -12.295465, 7.542081, 3.164964
137, -13.583495, 7.792655, 3.272523
138, -14.510357, 7.934514, 3.302893
139, -14.980775, 8.034308, 3.215109
140, -14.939596, 8.168353, 2.973654
141, -14.412948, 8.403550, 2.553199
142, -13.518546, 8.782038, 1.944604
143, -12.422414, 9.315515, 1.160062
144, -11.276119, 9.988857, 0.233160
145, -10.180218, 10.766487, -0.785407
146, -9.178795, 11.598634, -1.835018
147, -8.269865, 12.428733, -2.853315
148, -7.418147, 13.202446, -3.784571
149, -6.571217, 13.874466, -4.586135
150, -5.686047, 14.411107, -5.229127
151, -4.753516, 14.791185, -5.691828
152, -3.802165, 15.005194, -5.951190
153, -2.882218, 15.049825, -5.979618
154, -2.039982, 14.920995, -5.746212
155, -1.294190, 14.613961, -5.223088
156, -0.627941, 14.126677, -4.393988
157, -0.002175, 13.457277, -3.260509
158, 0.619327, 12.601230, -1.849051
159, 1.251278, 11.553165, -0.210401
160, 1.882614, 10.312784, 1.589746
161, 2.484645, 8.892897, 3.479287
162, 3.028052, 7.323151, 5.386926
163, 3.501517, 5.649223, 7.247622
164, 3.918728, 3.928954, 9.004975
165, 4.308694, 2.224854, 10.613447
166, 4.699841, 0.598296, 12.040105
167, 5.108334, -0.894032, 13.265041
168, 5.530857, -2.204714, 14.280647
169, 5.940236, -3.302019, 15.089932
170, 6.286610, -4.177769, 15.704921
171, 6.510460, -4.850382, 16.144041
172, 6.561547, -5.359133, 16.426961
